STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;REF_AREA;Reference area;FREQ;Frequency of observation;MEASURE;Measure.1;UNIT_MEASURE;Unit of measure;AGE;Age.1;SEX;Sex.1;SOCIO_ECON_STATUS;Socio-economic status;DEATH_CAUSE;Cause of death;CALC_METHODOLOGY;Calculation methodology;GESTATION_THRESHOLD;Gestation period threshold;HEALTH_STATUS;Health status;DISEASE;Disease.1;CANCER_SITE;Cancer site;TIME_PERIOD;Time period;OBS_VALUE;Observation value;DECIMALS;Decimals.1;OBS_STATUS;Observation status;OBS_STATUS2;Observation status 2;OBS_STATUS3;Observation status 3;UNIT_MULT;Unit multiplier
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;THA;Thailand;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;173415;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;THA;Thailand;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;179811;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;THA;Thailand;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;189786;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;THA;Thailand;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;198580;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;THA;Thailand;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;196195;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;THA;Thailand;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;196325;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;THA;Thailand;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;206644;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;THA;Thailand;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;228939;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;24199;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;21455;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;22243;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;22557;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;22339;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;22487;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;22265;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;22914;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;24108;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;24761;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;24842;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;25355;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2022;;28018;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUS;Australia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2023;;26384;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;13574;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;12615;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;12553;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;12481;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;11897;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;14135;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2022;;13505;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2023;;12520;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;16615;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;16926;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;16074;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;16317;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;16089;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;15876;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;15148;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;14789;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;14763;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;14580;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;17141;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2001;;42145;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2002;;42560;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;42587;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;42850;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;41779;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;43268;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;43499;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;44571;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;47041;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;47056;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;49594;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;58195;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;20712;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;21639;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;21381;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;20882;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;20604;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;21361;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;20919;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;21008;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;21612;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;21352;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;20286;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;29709;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;34055;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2022;;27772;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;73176;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2001;;74240;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;67670;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;66024;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;PREVM;Preventable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;61816;;;;;;;;;;;
